"","activity","subject","variable","mean"
"736","LAYING",23,"time_body_gyroscope_singnal_mean-X",-0.0113399724663889
"737","LAYING",23,"time_body_gyroscope_singnal_mean-Y",-0.105052917
"738","LAYING",23,"time_body_gyroscope_singnal_mean-Z",0.111078594708333
"739","LAYING",23,"time_body_gyroscope_jerk_signal_mean-X",-0.102024922819444
"740","LAYING",23,"time_body_gyroscope_jerk_signal_mean-Y",-0.0372449750569444
"741","LAYING",23,"time_body_gyroscope_jerk_signal_mean-Z",-0.0621991626111111
"742","LAYING",23,"time_body_accelerometer_magnitude_mean",-0.962959196805556
"743","LAYING",23,"time_gravity_accelerometer_magnitude_mean",-0.962959196805556
"744","LAYING",23,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.987010197361111
"745","LAYING",23,"time_body_gyroscope_magnitude_mean",-0.949418000972222
"746","LAYING",23,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.984557478611111
"747","LAYING",23,"frequency_body_accelerometer_singnal_mean-X",-0.970037238333333
"748","LAYING",23,"frequency_body_accelerometer_singnal_mean-Y",-0.982072295833333
"749","LAYING",23,"frequency_body_accelerometer_singnal_mean-Z",-0.977515213888889
"750","LAYING",23,"frequency_body_accelerometer_jerk_signal_mean-X",-0.986204659166667
"751","LAYING",23,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.988230264166667
"752","LAYING",23,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.982415511805556
"753","LAYING",23,"frequency_body_gyroscope_singnal_mean-X",-0.979676078055556
"754","LAYING",23,"frequency_body_gyroscope_singnal_mean-Y",-0.96846913625
"755","LAYING",23,"frequency_body_gyroscope_singnal_mean-Z",-0.984238807777778
"756","LAYING",23,"frequency_body_accelerometer_magnitude_mean",-0.967747053194444
"757","LAYING",23,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.985905703888889
"758","LAYING",23,"frequency_body_gyroscope_magnitude_mean",-0.966239347916667
"759","LAYING",23,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.981846854305556
"760","LAYING",24,"time_body_accelerometer_singnal_mean-X",0.272850494930556
"761","LAYING",24,"time_body_accelerometer_singnal_mean-Y",-0.0173555210111111
"762","LAYING",24,"time_body_accelerometer_singnal_mean-Z",-0.107236237236111
"763","LAYING",24,"time_gravity_accelerometer_singnal_mean-X",-0.359292534027778
"764","LAYING",24,"time_gravity_accelerometer_singnal_mean-Y",0.738430699305556
"765","LAYING",24,"time_gravity_accelerometer_singnal_mean-Z",0.683839909722222
"766","LAYING",24,"time_body_accelerometer_jerk_signal_mean-X",0.08072123275
"767","LAYING",24,"time_body_accelerometer_jerk_signal_mean-Y",0.0119819524179167
"768","LAYING",24,"time_body_accelerometer_jerk_signal_mean-Z",-0.00589225849902778
"769","LAYING",24,"time_body_gyroscope_singnal_mean-X",-0.0143679929444444
"770","LAYING",24,"time_body_gyroscope_singnal_mean-Y",-0.0955538053611111
"771","LAYING",24,"time_body_gyroscope_singnal_mean-Z",0.111730746333333
"772","LAYING",24,"time_body_gyroscope_jerk_signal_mean-X",-0.102813809652778
"773","LAYING",24,"time_body_gyroscope_jerk_signal_mean-Y",-0.0382323710416667
"774","LAYING",24,"time_body_gyroscope_jerk_signal_mean-Z",-0.0624116966805556
"775","LAYING",24,"time_body_accelerometer_magnitude_mean",-0.9718540425
"776","LAYING",24,"time_gravity_accelerometer_magnitude_mean",-0.9718540425
"777","LAYING",24,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.985529270555556
"778","LAYING",24,"time_body_gyroscope_magnitude_mean",-0.953791512638889
"779","LAYING",24,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.982780873888889
"780","LAYING",24,"frequency_body_accelerometer_singnal_mean-X",-0.975893687083333
"781","LAYING",24,"frequency_body_accelerometer_singnal_mean-Y",-0.980830362083333
"782","LAYING",24,"frequency_body_accelerometer_singnal_mean-Z",-0.976634815694444
"783","LAYING",24,"frequency_body_accelerometer_jerk_signal_mean-X",-0.985998546805556
"784","LAYING",24,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.982140613888889
"785","LAYING",24,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.981549689583333
"786","LAYING",24,"frequency_body_gyroscope_singnal_mean-X",-0.976570564027778
"787","LAYING",24,"frequency_body_gyroscope_singnal_mean-Y",-0.966111980277778
"788","LAYING",24,"frequency_body_gyroscope_singnal_mean-Z",-0.981093036111111
"789","LAYING",24,"frequency_body_accelerometer_magnitude_mean",-0.973171068055556
"790","LAYING",24,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.983108084305556
"791","LAYING",24,"frequency_body_gyroscope_magnitude_mean",-0.964001383472222
"792","LAYING",24,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.978596740694444
"793","LAYING",25,"time_body_accelerometer_singnal_mean-X",0.250791828613699
"794","LAYING",25,"time_body_accelerometer_singnal_mean-Y",-0.0188943663671233
"795","LAYING",25,"time_body_accelerometer_singnal_mean-Z",-0.100428830260274
"796","LAYING",25,"time_gravity_accelerometer_singnal_mean-X",-0.461102531369863
"797","LAYING",25,"time_gravity_accelerometer_singnal_mean-Y",0.620658919917808
"798","LAYING",25,"time_gravity_accelerometer_singnal_mean-Z",0.526353818315068
"799","LAYING",25,"time_body_accelerometer_jerk_signal_mean-X",0.0879071687671233
"800","LAYING",25,"time_body_accelerometer_jerk_signal_mean-Y",0.0284619311524658
"801","LAYING",25,"time_body_accelerometer_jerk_signal_mean-Z",-0.0307179435315068
"802","LAYING",25,"time_body_gyroscope_singnal_mean-X",0.00372723459589041
"803","LAYING",25,"time_body_gyroscope_singnal_mean-Y",-0.0716401726150685
"804","LAYING",25,"time_body_gyroscope_singnal_mean-Z",0.139718671465753
"805","LAYING",25,"time_body_gyroscope_jerk_signal_mean-X",-0.101646999342466
"806","LAYING",25,"time_body_gyroscope_jerk_signal_mean-Y",-0.0426718870280822
"807","LAYING",25,"time_body_gyroscope_jerk_signal_mean-Z",-0.0596922147205479
"808","LAYING",25,"time_body_accelerometer_magnitude_mean",-0.56047777609589
"809","LAYING",25,"time_gravity_accelerometer_magnitude_mean",-0.56047777609589
"810","LAYING",25,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.962161355890411
"811","LAYING",25,"time_body_gyroscope_magnitude_mean",-0.809688545342466
"812","LAYING",25,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.969783262465753
"813","LAYING",25,"frequency_body_accelerometer_singnal_mean-X",-0.929147371232877
"814","LAYING",25,"frequency_body_accelerometer_singnal_mean-Y",-0.78494581909589
"815","LAYING",25,"frequency_body_accelerometer_singnal_mean-Z",-0.816197953561644
"816","LAYING",25,"frequency_body_accelerometer_jerk_signal_mean-X",-0.972859085753425
"817","LAYING",25,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.946802003561644
"818","LAYING",25,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.962632674520548
"819","LAYING",25,"frequency_body_gyroscope_singnal_mean-X",-0.890517539315068
"820","LAYING",25,"frequency_body_gyroscope_singnal_mean-Y",-0.946259639315069
"821","LAYING",25,"frequency_body_gyroscope_singnal_mean-Z",-0.924536860547945
"822","LAYING",25,"frequency_body_accelerometer_magnitude_mean",-0.774481943616438
"823","LAYING",25,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.96008314739726
"824","LAYING",25,"frequency_body_gyroscope_magnitude_mean",-0.910126993561644
"825","LAYING",25,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.96825160890411
"826","LAYING",26,"time_body_accelerometer_singnal_mean-X",0.271645864540789
"827","LAYING",26,"time_body_accelerometer_singnal_mean-Y",-0.0191895728026316
"828","LAYING",26,"time_body_accelerometer_singnal_mean-Z",-0.105002540289474
"829","LAYING",26,"time_gravity_accelerometer_singnal_mean-X",-0.621309715263158
"830","LAYING",26,"time_gravity_accelerometer_singnal_mean-Y",0.803015011578947
"831","LAYING",26,"time_gravity_accelerometer_singnal_mean-Z",0.614523405921053
"832","LAYING",26,"time_body_accelerometer_jerk_signal_mean-X",0.0866502529210526
"833","LAYING",26,"time_body_accelerometer_jerk_signal_mean-Y",0.0124420033513158
"834","LAYING",26,"time_body_accelerometer_jerk_signal_mean-Z",-0.00614755098663158
"835","LAYING",26,"time_body_gyroscope_singnal_mean-X",-0.0170656239526316
"836","LAYING",26,"time_body_gyroscope_singnal_mean-Y",-0.0903229228815789
"837","LAYING",26,"time_body_gyroscope_singnal_mean-Z",0.152436344328947
"838","LAYING",26,"time_body_gyroscope_jerk_signal_mean-X",-0.100368640868421
"839","LAYING",26,"time_body_gyroscope_jerk_signal_mean-Y",-0.0396682720394737
"840","LAYING",26,"time_body_gyroscope_jerk_signal_mean-Z",-0.0711533355789474
"841","LAYING",26,"time_body_accelerometer_magnitude_mean",-0.976785042368421
"842","LAYING",26,"time_gravity_accelerometer_magnitude_mean",-0.976785042368421
"843","LAYING",26,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.989970604210526
"844","LAYING",26,"time_body_gyroscope_magnitude_mean",-0.951863594736842
"845","LAYING",26,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.99219798
"846","LAYING",26,"frequency_body_accelerometer_singnal_mean-X",-0.973262289210526
"847","LAYING",26,"frequency_body_accelerometer_singnal_mean-Y",-0.983664034342105
"848","LAYING",26,"frequency_body_accelerometer_singnal_mean-Z",-0.984923123552632
"849","LAYING",26,"frequency_body_accelerometer_jerk_signal_mean-X",-0.989224043947368
"850","LAYING",26,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.987115080789474
"851","LAYING",26,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.987308252236842
"852","LAYING",26,"frequency_body_gyroscope_singnal_mean-X",-0.988386324868421
"853","LAYING",26,"frequency_body_gyroscope_singnal_mean-Y",-0.983127999342105
"854","LAYING",26,"frequency_body_gyroscope_singnal_mean-Z",-0.970171219605263
"855","LAYING",26,"frequency_body_accelerometer_magnitude_mean",-0.969269114078947
"856","LAYING",26,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.989138184473684
"857","LAYING",26,"frequency_body_gyroscope_magnitude_mean",-0.974305179605263
"858","LAYING",26,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.990430914078947
"859","LAYING",27,"time_body_accelerometer_singnal_mean-X",0.274102492432432
"860","LAYING",27,"time_body_accelerometer_singnal_mean-Y",-0.0179867611216216
"861","LAYING",27,"time_body_accelerometer_singnal_mean-Z",-0.107699732837838
"862","LAYING",27,"time_gravity_accelerometer_singnal_mean-X",-0.530434604864865
"863","LAYING",27,"time_gravity_accelerometer_singnal_mean-Y",0.567879494054054
"864","LAYING",27,"time_gravity_accelerometer_singnal_mean-Z",0.84539238027027
"865","LAYING",27,"time_body_accelerometer_jerk_signal_mean-X",0.0766268551324324
"866","LAYING",27,"time_body_accelerometer_jerk_signal_mean-Y",0.0126491088851351
"867","LAYING",27,"time_body_accelerometer_jerk_signal_mean-Z",-0.000685549292837838
"868","LAYING",27,"time_body_gyroscope_singnal_mean-X",-0.0195427328781081
"869","LAYING",27,"time_body_gyroscope_singnal_mean-Y",-0.0957839566891892
"870","LAYING",27,"time_body_gyroscope_singnal_mean-Z",0.118738360783784
"871","LAYING",27,"time_body_gyroscope_jerk_signal_mean-X",-0.101147695256757
"872","LAYING",27,"time_body_gyroscope_jerk_signal_mean-Y",-0.0362186160902703
"873","LAYING",27,"time_body_gyroscope_jerk_signal_mean-Z",-0.0642797849864865
"874","LAYING",27,"time_body_accelerometer_magnitude_mean",-0.982091652162162
"875","LAYING",27,"time_gravity_accelerometer_magnitude_mean",-0.982091652162162
"876","LAYING",27,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.988372773648649
"877","LAYING",27,"time_body_gyroscope_magnitude_mean",-0.966917594459459
"878","LAYING",27,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.994355043783784
"879","LAYING",27,"frequency_body_accelerometer_singnal_mean-X",-0.980631846891892
"880","LAYING",27,"frequency_body_accelerometer_singnal_mean-Y",-0.982915951891892
"881","LAYING",27,"frequency_body_accelerometer_singnal_mean-Z",-0.987356589864865
"882","LAYING",27,"frequency_body_accelerometer_jerk_signal_mean-X",-0.986679572567568
"883","LAYING",27,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.985257277297297
"884","LAYING",27,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.988033129054054
"885","LAYING",27,"frequency_body_gyroscope_singnal_mean-X",-0.987028539054054
"886","LAYING",27,"frequency_body_gyroscope_singnal_mean-Y",-0.986795837297297
"887","LAYING",27,"frequency_body_gyroscope_singnal_mean-Z",-0.979202019189189
"888","LAYING",27,"frequency_body_accelerometer_magnitude_mean",-0.981389017702703
"889","LAYING",27,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.988098902567568
"890","LAYING",27,"frequency_body_gyroscope_magnitude_mean",-0.979890667972973
"891","LAYING",27,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.993563778648649
"892","LAYING",28,"time_body_accelerometer_singnal_mean-X",0.2759134825
"893","LAYING",28,"time_body_accelerometer_singnal_mean-Y",-0.0167537858225
"894","LAYING",28,"time_body_accelerometer_singnal_mean-Z",-0.1083448529625
"895","LAYING",28,"time_gravity_accelerometer_singnal_mean-X",-0.490334541875
"896","LAYING",28,"time_gravity_accelerometer_singnal_mean-Y",0.1440732745
"897","LAYING",28,"time_gravity_accelerometer_singnal_mean-Z",0.0157570025
"898","LAYING",28,"time_body_accelerometer_jerk_signal_mean-X",0.0780770644
"899","LAYING",28,"time_body_accelerometer_jerk_signal_mean-Y",0.005939923320625
"900","LAYING",28,"time_body_accelerometer_jerk_signal_mean-Z",0.006009719386425
"901","LAYING",28,"time_body_gyroscope_singnal_mean-X",-0.017367705735
"902","LAYING",28,"time_body_gyroscope_singnal_mean-Y",-0.097448733725
"903","LAYING",28,"time_body_gyroscope_singnal_mean-Z",0.09357912315
"904","LAYING",28,"time_body_gyroscope_jerk_signal_mean-X",-0.1045116270375
"905","LAYING",28,"time_body_gyroscope_jerk_signal_mean-Y",-0.03560100499625
"906","LAYING",28,"time_body_gyroscope_jerk_signal_mean-Z",-0.05345019146375
"907","LAYING",28,"time_body_accelerometer_magnitude_mean",-0.95811223025
"908","LAYING",28,"time_gravity_accelerometer_magnitude_mean",-0.95811223025
"909","LAYING",28,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.978455341875
"910","LAYING",28,"time_body_gyroscope_magnitude_mean",-0.93710692125
"911","LAYING",28,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.978220270625
"912","LAYING",28,"frequency_body_accelerometer_singnal_mean-X",-0.9739308675
"913","LAYING",28,"frequency_body_accelerometer_singnal_mean-Y",-0.958436369
"914","LAYING",28,"frequency_body_accelerometer_singnal_mean-Z",-0.961115672375
"915","LAYING",28,"frequency_body_accelerometer_jerk_signal_mean-X",-0.980013419
"916","LAYING",28,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.978094827375
"917","LAYING",28,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.970251565375
"918","LAYING",28,"frequency_body_gyroscope_singnal_mean-X",-0.946804234625
"919","LAYING",28,"frequency_body_gyroscope_singnal_mean-Y",-0.9658244555
"920","LAYING",28,"frequency_body_gyroscope_singnal_mean-Z",-0.961164844875
"921","LAYING",28,"frequency_body_accelerometer_magnitude_mean",-0.961035587625
"922","LAYING",28,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.9734362485
"923","LAYING",28,"frequency_body_gyroscope_magnitude_mean",-0.944218369375
"924","LAYING",28,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.971830582375
"925","LAYING",29,"time_body_accelerometer_singnal_mean-X",0.287295196811594
"926","LAYING",29,"time_body_accelerometer_singnal_mean-Y",-0.0171965484202899
"927","LAYING",29,"time_body_accelerometer_singnal_mean-Z",-0.109462068173913
"928","LAYING",29,"time_gravity_accelerometer_singnal_mean-X",-0.346789842753623
"929","LAYING",29,"time_gravity_accelerometer_singnal_mean-Y",0.807535373478261
"930","LAYING",29,"time_gravity_accelerometer_singnal_mean-Z",0.590452224057971
"931","LAYING",29,"time_body_accelerometer_jerk_signal_mean-X",0.0718861195971014
"932","LAYING",29,"time_body_accelerometer_jerk_signal_mean-Y",0.0116912059556522
"933","LAYING",29,"time_body_accelerometer_jerk_signal_mean-Z",0.00241542784130435
"934","LAYING",29,"time_body_gyroscope_singnal_mean-X",-0.0258281004782609
"935","LAYING",29,"time_body_gyroscope_singnal_mean-Y",-0.0761814357028986
"936","LAYING",29,"time_body_gyroscope_singnal_mean-Z",0.127411971652174
"937","LAYING",29,"time_body_gyroscope_jerk_signal_mean-X",-0.0995339880724638
"938","LAYING",29,"time_body_gyroscope_jerk_signal_mean-Y",-0.0386768295072464
"939","LAYING",29,"time_body_gyroscope_jerk_signal_mean-Z",-0.0674469666086956
"940","LAYING",29,"time_body_accelerometer_magnitude_mean",-0.986493196666667
"941","LAYING",29,"time_gravity_accelerometer_magnitude_mean",-0.986493196666667
"942","LAYING",29,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.992725367826087
"943","LAYING",29,"time_body_gyroscope_magnitude_mean",-0.971923623043478
"944","LAYING",29,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.997322526811594
"945","LAYING",29,"frequency_body_accelerometer_singnal_mean-X",-0.986626999275362
"946","LAYING",29,"frequency_body_accelerometer_singnal_mean-Y",-0.989034304057971
"947","LAYING",29,"frequency_body_accelerometer_singnal_mean-Z",-0.989473926666667
"948","LAYING",29,"frequency_body_accelerometer_jerk_signal_mean-X",-0.992153982028986
"949","LAYING",29,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.989398823913043
"950","LAYING",29,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.992018447826087
"951","LAYING",29,"frequency_body_gyroscope_singnal_mean-X",-0.99312260884058
"952","LAYING",29,"frequency_body_gyroscope_singnal_mean-Y",-0.993696336521739
"953","LAYING",29,"frequency_body_gyroscope_singnal_mean-Z",-0.976184322608696
"954","LAYING",29,"frequency_body_accelerometer_magnitude_mean",-0.986800645362319
"955","LAYING",29,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.993998275797101
"956","LAYING",29,"frequency_body_gyroscope_magnitude_mean",-0.98400134173913
"957","LAYING",29,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.997617389275362
"958","LAYING",30,"time_body_accelerometer_singnal_mean-X",0.281033900571429
"959","LAYING",30,"time_body_accelerometer_singnal_mean-Y",-0.0194494098614286
"960","LAYING",30,"time_body_accelerometer_singnal_mean-Z",-0.1036581505
"961","LAYING",30,"time_gravity_accelerometer_singnal_mean-X",-0.344737755285714
"962","LAYING",30,"time_gravity_accelerometer_singnal_mean-Y",0.732661247714286
"963","LAYING",30,"time_gravity_accelerometer_singnal_mean-Z",0.681459210714286
"964","LAYING",30,"time_body_accelerometer_jerk_signal_mean-X",0.0752196666428571
"965","LAYING",30,"time_body_accelerometer_jerk_signal_mean-Y",0.0107680190087143
"966","LAYING",30,"time_body_accelerometer_jerk_signal_mean-Z",-0.000374189681428571
"967","LAYING",30,"time_body_gyroscope_singnal_mean-X",-0.0267812218571429
"968","LAYING",30,"time_body_gyroscope_singnal_mean-Y",-0.0761476351714286
"969","LAYING",30,"time_body_gyroscope_singnal_mean-Z",0.0938472163142857
"970","LAYING",30,"time_body_gyroscope_jerk_signal_mean-X",-0.102277358585714
"971","LAYING",30,"time_body_gyroscope_jerk_signal_mean-Y",-0.0384875867528571
"972","LAYING",30,"time_body_gyroscope_jerk_signal_mean-Z",-0.0595736770285714
"973","LAYING",30,"time_body_accelerometer_magnitude_mean",-0.969829984285714
"974","LAYING",30,"time_gravity_accelerometer_magnitude_mean",-0.969829984285714
"975","LAYING",30,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.97923282
"976","LAYING",30,"time_body_gyroscope_magnitude_mean",-0.962284921142857
"977","LAYING",30,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.985086413428571
"978","LAYING",30,"frequency_body_accelerometer_singnal_mean-X",-0.974789999285714
"979","LAYING",30,"frequency_body_accelerometer_singnal_mean-Y",-0.959974274571429
"980","LAYING",30,"frequency_body_accelerometer_singnal_mean-Z",-0.970321991714286
"981","LAYING",30,"frequency_body_accelerometer_jerk_signal_mean-X",-0.976887901571429
"982","LAYING",30,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.971696279857143
"983","LAYING",30,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.975632420428571
"984","LAYING",30,"frequency_body_gyroscope_singnal_mean-X",-0.971789052714286
"985","LAYING",30,"frequency_body_gyroscope_singnal_mean-Y",-0.968170332428571
"986","LAYING",30,"frequency_body_gyroscope_singnal_mean-Z",-0.967577361142857
"987","LAYING",30,"frequency_body_accelerometer_magnitude_mean",-0.962840820428571
"988","LAYING",30,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.969949269571429
"989","LAYING",30,"frequency_body_gyroscope_magnitude_mean",-0.962001199
"990","LAYING",30,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.977821335571429
"991","SITTING",1,"time_body_accelerometer_singnal_mean-X",0.261237565425532
"992","SITTING",1,"time_body_accelerometer_singnal_mean-Y",-0.00130828765170213
"993","SITTING",1,"time_body_accelerometer_singnal_mean-Z",-0.104544182255319
"994","SITTING",1,"time_gravity_accelerometer_singnal_mean-X",0.831509933404255
"995","SITTING",1,"time_gravity_accelerometer_singnal_mean-Y",0.204411592680851
"996","SITTING",1,"time_gravity_accelerometer_singnal_mean-Z",0.332043702765957
"997","SITTING",1,"time_body_accelerometer_jerk_signal_mean-X",0.0774825199574468
"998","SITTING",1,"time_body_accelerometer_jerk_signal_mean-Y",-0.000619102785106384
"999","SITTING",1,"time_body_accelerometer_jerk_signal_mean-Z",-0.00336779235021277
"1000","SITTING",1,"time_body_gyroscope_singnal_mean-X",-0.045350056512766
"1001","SITTING",1,"time_body_gyroscope_singnal_mean-Y",-0.0919241549361702
"1002","SITTING",1,"time_body_gyroscope_singnal_mean-Z",0.0629313811914894
"1003","SITTING",1,"time_body_gyroscope_jerk_signal_mean-X",-0.0936793807234043
"1004","SITTING",1,"time_body_gyroscope_jerk_signal_mean-Y",-0.0402118124255319
"1005","SITTING",1,"time_body_gyroscope_jerk_signal_mean-Z",-0.046702627
"1006","SITTING",1,"time_body_accelerometer_magnitude_mean",-0.948536786170213
"1007","SITTING",1,"time_gravity_accelerometer_magnitude_mean",-0.948536786170213
"1008","SITTING",1,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.987364195531915
"1009","SITTING",1,"time_body_gyroscope_magnitude_mean",-0.93089249
"1010","SITTING",1,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.991976341276596
"1011","SITTING",1,"frequency_body_accelerometer_singnal_mean-X",-0.979641238723404
"1012","SITTING",1,"frequency_body_accelerometer_singnal_mean-Y",-0.944084550425532
"1013","SITTING",1,"frequency_body_accelerometer_singnal_mean-Z",-0.959184889148936
"1014","SITTING",1,"frequency_body_accelerometer_jerk_signal_mean-X",-0.986597022553191
"1015","SITTING",1,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.981579467021277
"1016","SITTING",1,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.986053092340425
"1017","SITTING",1,"frequency_body_gyroscope_singnal_mean-X",-0.976161464042553
"1018","SITTING",1,"frequency_body_gyroscope_singnal_mean-Y",-0.975838585319149
"1019","SITTING",1,"frequency_body_gyroscope_singnal_mean-Z",-0.951315544468085
"1020","SITTING",1,"frequency_body_accelerometer_magnitude_mean",-0.947782922553192
"1021","SITTING",1,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.985262126808511
"1022","SITTING",1,"frequency_body_gyroscope_magnitude_mean",-0.958435589361702
"1023","SITTING",1,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.989797547234043
"1024","SITTING",2,"time_body_accelerometer_singnal_mean-X",0.27708735173913
"1025","SITTING",2,"time_body_accelerometer_singnal_mean-Y",-0.0156879937282609
"1026","SITTING",2,"time_body_accelerometer_singnal_mean-Z",-0.109218272456522
"1027","SITTING",2,"time_gravity_accelerometer_singnal_mean-X",0.940477273043478
"1028","SITTING",2,"time_gravity_accelerometer_singnal_mean-Y",-0.105630024498783
"1029","SITTING",2,"time_gravity_accelerometer_singnal_mean-Z",0.19872676876087
"1030","SITTING",2,"time_body_accelerometer_jerk_signal_mean-X",0.0722564387173913
"1031","SITTING",2,"time_body_accelerometer_jerk_signal_mean-Y",0.0116954511323913
"1032","SITTING",2,"time_body_accelerometer_jerk_signal_mean-Z",0.00760546929869565
"1033","SITTING",2,"time_body_gyroscope_singnal_mean-X",-0.0454706620434783
"1034","SITTING",2,"time_body_gyroscope_singnal_mean-Y",-0.0599286797043478
"1035","SITTING",2,"time_body_gyroscope_singnal_mean-Z",0.0412277462173913
"1036","SITTING",2,"time_body_gyroscope_jerk_signal_mean-X",-0.0936328412826087
"1037","SITTING",2,"time_body_gyroscope_jerk_signal_mean-Y",-0.0415602029130435
"1038","SITTING",2,"time_body_gyroscope_jerk_signal_mean-Z",-0.04358509665
"1039","SITTING",2,"time_body_accelerometer_magnitude_mean",-0.967893623913043
"1040","SITTING",2,"time_gravity_accelerometer_magnitude_mean",-0.967893623913043
"1041","SITTING",2,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.986774713043478
"1042","SITTING",2,"time_body_gyroscope_magnitude_mean",-0.946035087173913
"1043","SITTING",2,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.991081493913043
"1044","SITTING",2,"frequency_body_accelerometer_singnal_mean-X",-0.985803840652174
"1045","SITTING",2,"frequency_body_accelerometer_singnal_mean-Y",-0.957343498478261
"1046","SITTING",2,"frequency_body_accelerometer_singnal_mean-Z",-0.970162172608696
"1047","SITTING",2,"frequency_body_accelerometer_jerk_signal_mean-X",-0.987848793695652
"1048","SITTING",2,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.977139702826087
"1049","SITTING",2,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.985129050217391
"1050","SITTING",2,"frequency_body_gyroscope_singnal_mean-X",-0.982621389565217
"1051","SITTING",2,"frequency_body_gyroscope_singnal_mean-Y",-0.982100923695652
"1052","SITTING",2,"frequency_body_gyroscope_singnal_mean-Z",-0.959814822391304
"1053","SITTING",2,"frequency_body_accelerometer_magnitude_mean",-0.96127374826087
"1054","SITTING",2,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.983874698913043
"1055","SITTING",2,"frequency_body_gyroscope_magnitude_mean",-0.971840596086956
"1056","SITTING",2,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.989861950869565
"1057","SITTING",3,"time_body_accelerometer_singnal_mean-X",0.257197599134615
"1058","SITTING",3,"time_body_accelerometer_singnal_mean-Y",-0.00350299841730769
"1059","SITTING",3,"time_body_accelerometer_singnal_mean-Z",-0.0983579203269231
"1060","SITTING",3,"time_gravity_accelerometer_singnal_mean-X",0.901098984615385
"1061","SITTING",3,"time_gravity_accelerometer_singnal_mean-Y",0.127303379245962
"1062","SITTING",3,"time_gravity_accelerometer_singnal_mean-Z",0.139020582461538
"1063","SITTING",3,"time_body_accelerometer_jerk_signal_mean-X",0.0726098418653846
"1064","SITTING",3,"time_body_accelerometer_jerk_signal_mean-Y",0.00272529134230769
"1065","SITTING",3,"time_body_accelerometer_jerk_signal_mean-Z",-0.00423348373557692
"1066","SITTING",3,"time_body_gyroscope_singnal_mean-X",-0.0385365204807692
"1067","SITTING",3,"time_body_gyroscope_singnal_mean-Y",-0.07524100275
"1068","SITTING",3,"time_body_gyroscope_singnal_mean-Z",0.0940113975530769
